"id","area","rooms","floor","year","price","district","lat","lng","status","created_at","updated_at","address","bathrooms","decoration","halls","name","orientation","price_per_sqm","property_type","total_floors"
"5787","103.5","2","16","2025","561966.7","鹿苑街道","34.538416","109.083116","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑新城4栋2单元","1","精装","1","鹿苑新城","南","5429.63","公寓","18"
"5788","105.8","3","7","2026","632627.93","泾渭街道","34.535573","109.097273","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭上城10栋5单元","1","精装","2","泾渭上城","南","5979.47","公寓","11"
"5789","107.7","3","17","2025","632491.94","泾渭街道","34.522817","109.093941","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭佳苑7栋4单元","2","简装","2","泾渭佳苑","东北","5872.72","住宅","25"
"5790","81.5","2","2","2026","386975.85","鹿苑街道","34.533734","109.087852","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑小区13栋5单元","1","豪装","1","鹿苑小区","南","4748.17","住宅","18"
"5791","128.3","3","1","2025","635967.7","泾渭街道","34.524185","109.07944","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭佳苑2栋2单元","2","毛坯","2","泾渭佳苑","南","4956.88","公寓","6"
"5792","146.4","4","2","2026","869472.53","泾渭街道","34.518393","109.091791","sold","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭佳苑18栋4单元","2","毛坯","3","泾渭佳苑","东南","5939.02","住宅","6"
"5793","108.3","3","6","2026","485110.36","鹿苑街道","34.53056","109.07034","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑小区9栋4单元","2","简装","2","鹿苑小区","东南","4479.32","住宅","18"
"5794","115.4","3","18","2025","793111.89","鹿苑街道","34.525023","109.072652","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑新城16栋6单元","2","精装","2","鹿苑新城","东南","6872.72","住宅","18"
"5795","126.1","3","2","2025","563366.88","崇皇街道","34.548548","109.088093","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区崇皇街道崇皇新城11栋6单元","2","毛坯","2","崇皇新城","北","4467.62","住宅","11"
"5796","138.4","3","3","2026","978446.48","耿镇街道","34.537637","109.107685","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区耿镇街道高陵恒大4栋5单元","2","简装","2","高陵恒大","南","7069.7","住宅","25"
"5797","86.5","2","5","2026","466151.09","鹿苑街道","34.533179","109.066443","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑新城16栋1单元","1","精装","1","鹿苑新城","南","5389.03","公寓","11"
"5798","89.5","2","7","2026","455878.09","崇皇街道","34.535478","109.093605","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区崇皇街道崇皇新城3栋3单元","1","豪装","1","崇皇新城","东","5093.61","住宅","11"
"5799","91.4","2","3","2026","482715.39","崇皇街道","34.542936","109.090772","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区崇皇街道崇皇花园9栋1单元","1","精装","1","崇皇花园","西南","5281.35","公寓","25"
"5800","129.1","3","8","2026","926439.67","鹿苑街道","34.529817","109.070382","off","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑华庭4栋4单元","1","豪装","2","鹿苑华庭","南","7176.14","住宅","11"
"5801","75.6","1","11","2026","597776.76","通远街道","34.532159","109.094912","off","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区通远街道高陵碧桂园5栋2单元","1","精装","1","高陵碧桂园","南","7907.1","公寓","11"
"5802","107.8","3","30","2025","658110.38","渭水片区","34.542708","109.089563","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区渭水片区渭水茗居10栋2单元","1","精装","2","渭水茗居","南","6104.92","住宅","30"
"5803","112.3","3","25","2026","647006.34","泾渭街道","34.522886","109.09196","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭明珠12栋1单元","1","精装","2","泾渭明珠","东南","5761.41","住宅","25"
"5804","111.8","3","7","2025","593034.16","泾渭街道","34.523054","109.083821","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭佳苑20栋6单元","2","简装","2","泾渭佳苑","南","5304.42","住宅","11"
"5805","83.8","2","16","2025","664584.28","耿镇街道","34.526583","109.092125","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区耿镇街道高陵恒大6栋5单元","1","精装","1","高陵恒大","南","7930.6","住宅","30"
"5806","179","4","9","2026","1183644.66","泾渭街道","34.522484","109.083853","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭上城15栋2单元","1","毛坯","3","泾渭上城","南","6612.54","别墅","18"
"5807","110.5","3","11","2025","579817.81","鹿苑街道","34.533538","109.084354","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道鹿苑小区17栋5单元","2","毛坯","2","鹿苑小区","南","5247.22","住宅","11"
"5808","108.2","2","15","2026","519794.96","渭水片区","34.538705","109.071186","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区渭水片区渭水家园20栋3单元","1","精装","1","渭水家园","西北","4804.02","住宅","18"
"5809","170.2","4","6","2025","1040921.07","鹿苑街道","34.529366","109.090012","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区鹿苑街道高陵天下5栋3单元","2","精装","3","高陵天下","西","6115.87","住宅","6"
"5810","158.5","4","28","2025","782790.29","泾渭街道","34.52945","109.079398","available","3/5/2026 05:45:49.086068+00","3/5/2026 05:45:49.086068+00","西安市高陵区泾渭街道泾渭佳苑17栋3单元","2","精装","3","泾渭佳苑","南","4938.74","住宅","30"
"5811","83.2","2","4","2026","403891.9","泾渭街道","34.520717","109.091532","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭春天3栋6单元","1","精装","1","泾渭春天","西北","4854.47","住宅","11"
"5812","105","3","5","2025","894239.85","鹿苑街道","34.528287","109.078196","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑华庭19栋1单元","2","精装","2","鹿苑华庭","东南","8516.57","住宅","6"
"5813","110","3","10","2026","592781.2","泾渭街道","34.521054","109.096789","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭新城16栋5单元","2","豪装","2","泾渭新城","南","5388.92","公寓","18"
"5814","137.8","3","9","2026","990128.83","耿镇街道","34.522857","109.096169","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区耿镇街道高陵恒大17栋5单元","1","精装","2","高陵恒大","西南","7185.26","公寓","18"
"5815","99.4","2","5","2025","456484.56","渭水片区","34.53135","109.081768","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水家园13栋4单元","1","简装","1","渭水家园","南","4592.4","住宅","6"
"5816","102.9","2","5","2026","541717.05","鹿苑街道","34.541283","109.08507","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区2栋4单元","1","精装","1","鹿苑小区","西","5264.5","住宅","11"
"5817","120.1","3","7","2026","728221.55","鹿苑街道","34.53172","109.094686","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道高陵天下7栋2单元","1","精装","2","高陵天下","南","6063.46","公寓","11"
"5818","105","3","15","2026","517631.1","鹿苑街道","34.540729","109.076494","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区19栋5单元","2","精装","2","鹿苑小区","东南","4929.82","住宅","25"
"5819","95.3","2","2","2026","415644.28","鹿苑街道","34.527401","109.080306","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区15栋5单元","1","精装","1","鹿苑小区","东南","4361.43","住宅","6"
"5820","131.6","3","4","2025","728704.73","崇皇街道","34.530099","109.091796","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇花园5栋6单元","2","精装","2","崇皇花园","南","5537.27","住宅","11"
"5821","112.5","3","5","2025","734467.5","泾渭街道","34.536338","109.078147","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭明珠20栋2单元","2","精装","2","泾渭明珠","南","6528.6","住宅","11"
"5822","106.1","3","10","2026","502825.94","鹿苑街道","34.542091","109.084151","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区16栋6单元","1","豪装","2","鹿苑小区","西","4739.17","住宅","11"
"5823","104.4","3","1","2026","601351.31","崇皇街道","34.551779","109.088423","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇新城3栋4单元","1","简装","2","崇皇新城","南","5760.07","住宅","18"
"5824","122.2","3","2","2025","656537.83","泾渭街道","34.517503","109.078642","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭新城10栋6单元","2","精装","2","泾渭新城","西南","5372.65","住宅","25"
"5825","132.5","4","23","2026","754778.3","崇皇街道","34.550111","109.086609","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇新城17栋6单元","2","精装","3","崇皇新城","西","5696.44","住宅","30"
"5826","112.1","3","4","2025","739103.32","渭水片区","34.54081","109.083119","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水茗居4栋2单元","1","精装","2","渭水茗居","西北","6593.25","住宅","11"
"5827","120.3","3","3","2026","1041621.16","通远街道","34.529257","109.101933","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区通远街道高陵碧桂园16栋2单元","2","简装","2","高陵碧桂园","南","8658.53","住宅","11"
"5828","139.6","4","23","2026","815802.86","鹿苑街道","34.533367","109.072765","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑华庭3栋6单元","1","简装","3","鹿苑华庭","南","5843.86","住宅","25"
"5829","137.7","3","3","2025","752599.35","鹿苑街道","34.538172","109.083645","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区11栋4单元","1","精装","2","鹿苑小区","东北","5465.5","公寓","25"
"5830","126.1","3","9","2026","532280.71","鹿苑街道","34.529628","109.089844","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区10栋4单元","2","精装","2","鹿苑小区","东北","4221.1","公寓","11"
"5831","80.1","2","7","2026","461949.52","崇皇街道","34.549437","109.104206","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇花园4栋3单元","1","豪装","1","崇皇花园","西南","5767.16","住宅","11"
"5832","104.6","3","11","2025","545575.82","渭水片区","34.544757","109.079237","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水家园12栋1单元","2","精装","2","渭水家园","南","5215.83","住宅","25"
"5833","89.6","2","12","2025","566033.66","泾渭街道","34.536548","109.090591","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭明珠17栋4单元","1","精装","1","泾渭明珠","东南","6317.34","住宅","18"
"5834","174.7","4","21","2026","990594.42","渭水片区","34.539988","109.085765","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水茗居17栋4单元","1","精装","3","渭水茗居","东北","5670.26","住宅","25"
"5835","119","3","4","2026","655956.56","崇皇街道","34.549484","109.100321","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇花园13栋4单元","2","简装","2","崇皇花园","南","5512.24","住宅","25"
"5836","134.9","3","2","2026","958229.77","泾渭街道","34.52385","109.07866","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭新城20栋3单元","2","精装","2","泾渭新城","东","7103.26","公寓","6"
"5837","149.5","4","4","2026","1127653.08","泾渭街道","34.528615","109.09075","off","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭上城5栋5单元","2","简装","3","泾渭上城","东","7542.83","住宅","11"
"5838","165.9","4","21","2025","924600.52","泾渭街道","34.531614","109.086587","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭明珠19栋1单元","1","精装","3","泾渭明珠","南","5573.24","住宅","25"
"5839","96","2","14","2026","683595.84","泾渭街道","34.528884","109.084137","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭新城15栋5单元","1","豪装","1","泾渭新城","南","7120.79","住宅","25"
"5840","168.5","4","15","2025","1093966.03","泾渭街道","34.522002","109.097414","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭上城1栋1单元","2","简装","3","泾渭上城","南","6492.38","住宅","18"
"5841","104.7","3","14","2025","478702.01","泾渭街道","34.523742","109.083075","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭佳苑6栋3单元","1","精装","2","泾渭佳苑","南","4572.13","住宅","18"
"5842","157.5","4","25","2026","905739.97","崇皇街道","34.542364","109.090613","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇新城19栋2单元","2","精装","3","崇皇新城","南","5750.73","住宅","25"
"5843","120.8","3","14","2026","685844.42","渭水片区","34.527636","109.0757","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水家园14栋5单元","1","精装","2","渭水家园","南","5677.52","住宅","25"
"5844","88.9","2","2","2026","417044.12","崇皇街道","34.547893","109.094344","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇新城10栋1单元","1","精装","1","崇皇新城","南","4691.16","住宅","6"
"5845","93.5","2","1","2026","516268.67","鹿苑街道","34.541368","109.077255","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑新城12栋1单元","1","简装","1","鹿苑新城","东","5521.59","住宅","11"
"5846","113.8","3","5","2025","932580.76","通远街道","34.541022","109.099656","sold","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区通远街道高陵碧桂园4栋6单元","2","精装","2","高陵碧桂园","南","8194.91","公寓","6"
"5847","117.7","3","3","2025","692951.69","渭水片区","34.531444","109.077717","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水家园3栋5单元","2","精装","2","渭水家园","西","5887.44","住宅","18"
"5848","86.5","2","11","2026","475048.49","泾渭街道","34.530678","109.083537","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭佳苑6栋5单元","1","豪装","1","泾渭佳苑","东","5491.89","住宅","18"
"5849","125.7","3","9","2025","576134.64","泾渭街道","34.526648","109.097227","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭春天10栋3单元","1","精装","2","泾渭春天","南","4583.41","住宅","11"
"5850","82.6","2","4","2026","509745.25","鹿苑街道","34.53857","109.074636","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区18栋2单元","1","毛坯","1","鹿苑小区","北","6171.25","住宅","6"
"5851","108.8","3","1","2025","678601.92","泾渭街道","34.536243","109.088155","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭上城15栋1单元","1","精装","2","泾渭上城","北","6237.15","住宅","11"
"5852","128.7","3","6","2025","702605.47","崇皇街道","34.543377","109.092101","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区崇皇街道崇皇花园14栋6单元","1","精装","2","崇皇花园","西北","5459.25","公寓","25"
"5853","101.3","2","15","2026","632912.27","泾渭街道","34.535555","109.091296","off","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭新城10栋6单元","1","豪装","1","泾渭新城","东","6247.9","住宅","18"
"5854","172.2","4","24","2026","871352.66","泾渭街道","34.529459","109.098561","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区泾渭街道泾渭春天20栋1单元","2","精装","3","泾渭春天","南","5060.12","住宅","30"
"5855","79.5","1","15","2026","369248.88","鹿苑街道","34.536927","109.086211","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区鹿苑街道鹿苑小区1栋6单元","1","毛坯","1","鹿苑小区","南","4644.64","公寓","18"
"5856","95.4","2","8","2026","478264.05","渭水片区","34.540909","109.08455","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.086584+00","西安市高陵区渭水片区渭水茗居10栋1单元","1","简装","1","渭水茗居","东南","5013.25","住宅","11"
"5857","89.2","2","21","2025","613269.62","耿镇街道","34.537342","109.103839","available","3/5/2026 05:45:49.086584+00","3/5/2026 05:45:49.087099+00","西安市高陵区耿镇街道高陵恒大6栋4单元","1","简装","1","高陵恒大","南","6875.22","公寓","30"
"5858","105.4","2","10","2026","511436.64","泾渭街道","34.53431","109.099547","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭春天15栋4单元","1","精装","1","泾渭春天","南","4852.34","住宅","11"
"5859","173.6","4","5","2025","1023509.14","泾渭街道","34.523921","109.092145","sold","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭上城9栋6单元","1","简装","3","泾渭上城","东南","5895.79","住宅","11"
"5860","143.3","4","25","2026","823066.48","泾渭街道","34.522566","109.091435","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭新城3栋4单元","1","简装","3","泾渭新城","南","5743.66","住宅","30"
"5861","135.8","3","6","2026","1004488.16","耿镇街道","34.530617","109.102969","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区耿镇街道高陵恒大14栋6单元","1","简装","2","高陵恒大","东南","7396.82","住宅","11"
"5862","85.6","2","8","2026","698294.84","耿镇街道","34.536607","109.106427","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区耿镇街道高陵恒大7栋4单元","1","精装","1","高陵恒大","南","8157.65","住宅","25"
"5863","133.5","3","1","2026","876741.23","鹿苑街道","34.519359","109.074878","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道鹿苑华庭7栋6单元","2","豪装","2","鹿苑华庭","东南","6567.35","住宅","25"
"5864","93.7","2","16","2025","462312.05","泾渭街道","34.529147","109.082404","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭新城16栋3单元","1","精装","1","泾渭新城","南","4933.96","住宅","18"
"5865","119.8","3","6","2025","684557.57","鹿苑街道","34.528135","109.076009","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道鹿苑华庭13栋2单元","1","简装","2","鹿苑华庭","南","5714.17","住宅","11"
"5866","121.4","3","17","2026","762218.4","崇皇街道","34.540263","109.09282","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区崇皇街道崇皇花园10栋6单元","2","简装","2","崇皇花园","东","6278.57","住宅","18"
"5867","143.2","4","28","2026","842329.61","渭水片区","34.536074","109.074833","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区渭水片区渭水茗居19栋4单元","2","简装","3","渭水茗居","南","5882.19","住宅","30"
"5868","104.9","3","17","2025","504930.91","泾渭街道","34.52461","109.093026","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭佳苑3栋3单元","1","精装","2","泾渭佳苑","南","4813.45","住宅","25"
"5869","125.2","3","2","2026","765141.02","泾渭街道","34.52649","109.081177","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭明珠13栋4单元","2","毛坯","2","泾渭明珠","东北","6111.35","住宅","18"
"5870","78.5","1","12","2025","560208.18","泾渭街道","34.536427","109.091836","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭上城8栋5单元","1","精装","1","泾渭上城","东南","7136.41","公寓","30"
"5871","112.6","3","13","2025","544917.57","泾渭街道","34.518347","109.089401","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭明珠12栋3单元","2","精装","2","泾渭明珠","西","4839.41","住宅","30"
"5872","108.5","3","6","2025","512235.01","泾渭街道","34.521606","109.088893","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭佳苑19栋5单元","2","精装","2","泾渭佳苑","南","4721.06","住宅","25"
"5873","157.9","4","5","2025","1003951.89","鹿苑街道","34.540976","109.070083","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道鹿苑新城19栋2单元","1","精装","3","鹿苑新城","东北","6358.15","住宅","18"
"5874","119.6","3","2","2025","780934.18","崇皇街道","34.540634","109.089283","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区崇皇街道崇皇花园19栋6单元","1","精装","2","崇皇花园","南","6529.55","住宅","11"
"5875","82.9","1","4","2026","496164.79","崇皇街道","34.540659","109.095441","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区崇皇街道崇皇新城10栋2单元","1","精装","1","崇皇新城","南","5985.1","住宅","11"
"5876","104.6","2","11","2026","597119.56","渭水片区","34.533629","109.090868","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区渭水片区渭水茗居18栋5单元","1","精装","1","渭水茗居","东南","5708.6","住宅","11"
"5877","110.7","3","25","2025","702327.29","泾渭街道","34.529472","109.094664","sold","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭新城20栋5单元","2","精装","2","泾渭新城","南","6344.42","住宅","30"
"5878","137","4","1","2026","942542.19","通远街道","34.523855","109.105379","off","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区通远街道高陵碧桂园8栋1单元","1","简装","3","高陵碧桂园","东南","6879.87","住宅","18"
"5879","104.2","2","26","2026","707474.24","鹿苑街道","34.54012","109.090716","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道高陵天下17栋5单元","1","精装","1","高陵天下","南","6789.58","住宅","30"
"5880","116.4","3","18","2026","806963.95","崇皇街道","34.534725","109.092169","off","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区崇皇街道崇皇新城16栋6单元","1","精装","2","崇皇新城","南","6932.68","住宅","18"
"5881","160.4","4","17","2026","1067012.88","泾渭街道","34.534763","109.096967","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭上城17栋3单元","1","简装","3","泾渭上城","东","6652.2","住宅","18"
"5882","106.7","3","22","2026","636195.55","鹿苑街道","34.53665","109.077862","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道鹿苑小区9栋6单元","2","简装","2","鹿苑小区","南","5962.47","住宅","25"
"5883","82.8","2","11","2026","422145.86","泾渭街道","34.517686","109.093129","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭春天20栋1单元","1","简装","1","泾渭春天","南","5098.38","住宅","11"
"5884","102.9","2","16","2025","566158.89","崇皇街道","34.55052","109.081751","off","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区崇皇街道崇皇新城15栋6单元","1","简装","1","崇皇新城","南","5502.03","住宅","18"
"5885","115.1","3","18","2025","707166.34","泾渭街道","34.530543","109.089177","off","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭佳苑3栋6单元","2","精装","2","泾渭佳苑","东南","6143.93","住宅","18"
"5886","168.3","4","10","2025","1025115.3","耿镇街道","34.537522","109.091777","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区耿镇街道高陵恒大13栋4单元","2","精装","3","高陵恒大","南","6091","住宅","30"
"5887","132.4","3","1","2026","979921.53","泾渭街道","34.537787","109.093887","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭上城19栋4单元","1","简装","2","泾渭上城","南","7401.22","住宅","6"
"5888","101.4","2","8","2026","650878.49","泾渭街道","34.528814","109.090455","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭春天2栋5单元","1","简装","1","泾渭春天","东南","6418.92","住宅","18"
"5889","175.6","4","2","2025","1482374.81","通远街道","34.54145","109.104342","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区通远街道高陵碧桂园17栋1单元","2","简装","3","高陵碧桂园","南","8441.77","住宅","6"
"5890","91.8","2","18","2025","499996.04","泾渭街道","34.523578","109.081785","sold","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区泾渭街道泾渭新城3栋1单元","1","毛坯","1","泾渭新城","西南","5446.58","公寓","18"
"5891","108.4","3","5","2026","724605.22","渭水片区","34.542303","109.075288","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区渭水片区渭水茗居17栋6单元","1","精装","2","渭水茗居","西北","6684.55","住宅","25"
"5892","136.3","4","14","2025","1043649.1","鹿苑街道","34.544316","109.084186","available","3/5/2026 05:45:49.087099+00","3/5/2026 05:45:49.087099+00","西安市高陵区鹿苑街道高陵天下17栋2单元","2","精装","3","高陵天下","西南","7657","公寓","25"
